chaps_id,entry_date,weight,hip_height,frame_score,status,notes,group,stage
736,,0,0,0,FALSE,,,I
737,,0,0,0,FALSE,,,I
738,,0,0,0,FALSE,,,I
739,2013-04-23,466,0,0,TRUE,TO LINGLE WY 05/07/2013,,I
740,2013-04-23,596,0,0,TRUE,TO LINGLE WY 05/07/2013,,I
741,2013-05-01,478,43.5,3.3,TRUE,,,I
742,,0,0,0,FALSE,,,I
743,,0,0,0,FALSE,,,I
744,,0,0,0,FALSE,,,I
745,,0,0,0,FALSE,,,I
746,,0,0,0,FALSE,,,I
